link,titulo,veredito,tags
https://www.aosfatos.org/noticias/resolucao-da-camara-nao-suspendeu-investigacao-do-stf-contra-bolsonaro/,Resolução da Câmara não suspendeu investigação do STF contra Bolsonaro,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/bmw-apreendida-careca-do-inss-nao-pertencia-mulher-ministro-tcu-bolsonaro/,BMW apreendida com ‘Careca do INSS’ não pertencia a mulher de ministro do TCU de Bolsonaro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/denuncia-de-fraude-no-inss-em-2005-nao-tem-relacao-com-esquema-atual/,Denúncia de fraude no INSS em 2005 não tem relação com esquema atual,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/reportagem-da-record-nao-revelou-que-fraude-do-inss-financiou-campanha-de-bolsonaro/,Reportagem da Record não revelou que fraude do INSS financiou campanha de Bolsonaro,falso,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/trump-nao-declarou-apoio-a-bolsonaro-nas-eleicoes-de-2026/,Trump não declarou apoio a Bolsonaro nas eleições de 2026,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/criminosos-manipulam-video-nikolas-ferreira-golpe-descontos-do-inss/,Criminosos manipulam vídeo de Nikolas Ferreira para aplicar golpe sobre descontos do INSS,falso,"['fraudes digitais', 'checagem']"
https://www.aosfatos.org/noticias/videos-mostram-ajuda-humanitaria-dos-emirados-arabes-e-nao-da-china-a-gaza/,"Vídeos mostram ajuda humanitária dos Emirados Árabes, e não da China, a Gaza",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/papa-leao-14-nao-afirmou-que-transexualidade-e-doenca/,Papa Leão 14 não afirmou que transexualidade é doença,falso,"['discurso de ódio', 'checagem']"
https://www.aosfatos.org/noticias/video-nao-mostra-homenagem-a-mais-de-mil-fazendeiros-brancos-mortos-na-africa-do-sul/,Vídeo não mostra homenagem a mais de mil fazendeiros brancos mortos na África do Sul,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-que-pf-encontrou-r-12-milhoes-em-tunel-sob-a-casa-do-careca-do-inss/,É falso que PF encontrou R$ 12 milhões em túnel sob a casa do ‘Careca do INSS’,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-em-que-presidente-de-burkina-fasso-ameaca-lula-foi-dublado-por-ia/,Vídeo em que presidente de Burkina Fasso ameaça Lula foi dublado por IA,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/freire-gomes-confirmou-sim-ao-stf-a-existencia-da-minuta-do-golpe/,"Freire Gomes confirmou, sim, ao STF a existência da minuta do golpe",falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/jornal-nacional-nao-veiculou-reportagem-que-afirma-que-bolsonaro-e-inocente/,Jornal Nacional não veiculou reportagem que afirma que Bolsonaro é inocente,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/posts-manipulam-audio-gravacao-maduro-renunciou-presidencia-venezuela/,Posts manipulam áudio de gravação para alegar que Maduro renunciou à presidência da Venezuela,falso,"['inteligência artificial', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-que-cozinhar-em-fritadeiras-sem-oleo-faz-mal-a-saude/,É falso que cozinhar em fritadeiras sem óleo faz mal à saúde,falso,"['pseudociência', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-que-partido-de-andre-ventura-venceu-eleicoes-em-portugal/,É falso que partido de André Ventura venceu eleições em Portugal,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-manipulado-por-ia-faz-crer-que-trump-chamou-lula-de-desastre-total/,Vídeo manipulado por IA faz crer que Trump chamou Lula de ‘desastre total’,falso,"['inteligência artificial', 'checagem']"
https://www.aosfatos.org/noticias/todos-os-partidos-votaram-para-derrubar-medida-contra-fraudes-inss-nao-so-pt/,"Todos os partidos votaram para derrubar medida contra fraudes no INSS, não só o PT",não é bem assim,['checagem']
https://www.aosfatos.org/noticias/falso-duas-cidades-maranhao-registraram-100-mil-novos-aposentados-2024/,É falso que duas cidades do Maranhão registraram mais de 100 mil novos aposentados em 2024,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/empresa-suspeita-de-pagar-despesas-de-michelle-bolsonaro-nao-e-investigada-por-fraude-no-inss/,Empresa suspeita de pagar despesas de Michelle Bolsonaro não é investigada por fraude no INSS,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/e-golpe-lista-de-beneficiarios-que-vao-receber-restituicao-de-descontos-do-inss/,É golpe lista de beneficiários que vão receber restituição de descontos do INSS,falso,"['fraudes digitais', 'checagem']"
https://www.aosfatos.org/noticias/ex-assessor-moraes-nao-disse-havia-infiltrados-esquerda-8-janeiro/,É falso que ex-assessor de Moraes disse que havia infiltrados de esquerda no 8 de Janeiro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/china-nao-anunciou-bilhoes-investimentos-no-brasil-apos-visita-lula/,"China não anunciou R$ 336,6 bi em investimentos no Brasil após visita de Lula",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/lula-engana-fraude-inss-comecou-2019-omite-inercia-governo/,Lula engana ao dizer que fraude no INSS começou em 2019 e omite inércia de seu governo,indisponível,"['discurso oficial', 'checagem']"
https://www.aosfatos.org/noticias/macron-nao-foi-flagrado-escondendo-cocaina-em-reuniao-com-lideres-europeus/,É falso que Macron foi flagrado escondendo cocaína em reunião com líderes europeus,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/papa-leao-14-nao-citou-bolsonaro-primeira-missa/,Papa Leão 14 não citou Bolsonaro em sua primeira missa,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/foto-jair-bolsonaro-careca-inss-moto-gerada-ia/,Foto de Jair Bolsonaro e ‘Careca do INSS’ em moto foi gerada por IA,falso,"['inteligência artificial', 'checagem']"
https://www.aosfatos.org/noticias/papa-leao-14-nao-chamou-lula-maior-presidente-mundo/,Papa Leão 14 não chamou Lula de ‘maior presidente do mundo’,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-janja-barrada-aeroporto-russia-200-malas-dinheiro/,É falso que Janja foi barrada em aeroporto da Rússia com 200 malas de dinheiro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/nao-e-verdade-que-oposicao-quer-investigar-fraudes-no-inss-ocorridas-apenas-a-partir-de-2023/,Não é verdade que oposição quer investigar fraudes no INSS ocorridas apenas a partir de 2023,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/julian-assange-nao-e-autor-de-texto-que-afirma-que-trump-deu-golpe-no-vaticano/,Julian Assange não é autor de texto que afirma que Trump deu ‘golpe’ no Vaticano,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/foto-em-que-papa-leao-14-faz-o-l-foi-gerada-por-ia/,Foto em que papa Leão 14 ‘faz o L’ foi gerada por IA,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-que-papa-leao-14-e-acusado-de-pedofilia/,É falso que papa Leão 14 é acusado de pedofilia,falso,"['discurso de ódio', 'checagem']"
https://www.aosfatos.org/noticias/pf-nao-encontrou-provas-que-ligam-bolsonaro-a-esquema-de-fraudes-do-inss/,PF não encontrou provas que ligam Bolsonaro a esquema de fraudes do INSS,falso,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-que-lula-revogou-lei-de-combate-a-fraudes-no-inss-sancionada-por-bolsonaro/,É falso que Lula revogou lei de combate a fraudes no INSS sancionada por Bolsonaro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-trump-chama-lula-palhaco-corrupto-audio-tem-manipulado-por-ia/,Vídeo em que Trump chama Lula de ‘palhaço corrupto’ tem áudio manipulado por IA,falso,"['inteligência artificial', 'checagem']"
https://www.aosfatos.org/noticias/bolsonaro-nao-sancionou-lei-que-impediria-inss-de-fiscalizar-descontos-de-entidades/,Bolsonaro não sancionou lei que impediria INSS de fiscalizar descontos de entidades,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/lady-gaga-nao-chamou-alejandro-de-moraes-em-show-nem-protestou-contra-anistia/,Lady Gaga não chamou por ‘Alejandro de Moraes’ em show nem protestou contra anistia,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/e-antigo-video-aliado-trump-diz-algo-muito-importante-ocorrera-no-brasil/,É antigo vídeo em que aliado de Trump diz que algo ‘muito importante’ ocorrerá no Brasil,não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-lady-gaga-leu-carta-afirmando-bandeira-brasil-jamais-sera-vermelha/,É falso que Lady Gaga leu carta afirmando que ‘bandeira do Brasil jamais será vermelha’,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/e-montagem-foto-de-janja-com-vestido-curto/,É montagem foto de Janja com vestido curto,falso,"['discurso de ódio', 'checagem']"
https://www.aosfatos.org/noticias/e-golpe-anuncio-sobre-o-pagamento-de-indenizacao-pelo-nubank/,É golpe anúncio sobre o pagamento de indenização pelo Nubank,falso,"['fraudes digitais', 'checagem']"
https://www.aosfatos.org/noticias/aviao-de-comitiva-de-lula-nao-levava-dinheiro-que-seria-depositado-no-banco-do-vaticano/,Avião de comitiva de Lula não levava dinheiro que seria depositado no Banco do Vaticano,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/posts-usam-foto-gerada-por-ia-para-inventar-encontro-entre-lula-e-lady-gaga/,Posts usam foto gerada por IA para inventar encontro entre Lula e Lady Gaga,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/posts-imagens-descontextualizadas-comparar-ato-bolsonarista-show-lady-gaga-copacabana/,Posts usam imagens descontextualizadas para comparar ato bolsonarista a show de Lady Gaga em Copacabana,não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-que-prefeitura-do-rio-gastou-r-95-milhoes-em-show-de-lady-gaga/,É falso que Prefeitura do Rio gastou R$ 95 milhões em show de Lady Gaga,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/governo-nao-divulgou-lista-de-beneficiarios-do-inss-que-serao-ressarcidos-por-fraude/,Governo não divulgou lista de beneficiários do INSS que serão ressarcidos por fraude,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/governo-lula-nao-anunciou-novo-imposto-para-cobrir-fraudes-contra-beneficiarios-do-inss/,Governo Lula não anunciou novo imposto para cobrir fraudes contra beneficiários do INSS,falso,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/posts-usam-noticia-antiga-alegar-apagao-europa-causado-incendio-franca/,Posts usam notícia antiga para alegar que apagão na Europa foi causado por incêndio na França,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/metropoles-nao-publicou-noticia-manaus-cidade-bolsonarista/,‘Metrópoles’ não publicou notícia que descreve Manaus como ‘cidade bolsonarista’,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-celebracao-sexta-feira-santa-guatemala-nao-homenagem-papa/,"Vídeo mostra celebração da Sexta-Feira Santa na Guatemala, não homenagem ao papa",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/mulher-agrediu-reporter-band-nao-e-esposa-gilmar-mendes/,Mulher que agrediu repórter da Band não é esposa de Gilmar Mendes,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/comitiva-eua-funeral-papa-nao-era-apenas-trump-melania/,Comitiva dos EUA que compareceu ao funeral do papa não era composta apenas por Trump e Melania,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-que-papa-francisco-deixou-lamborghini-imoveis-de-luxo-heranca/,É falso que papa Francisco deixou Lamborghini e imóveis de luxo como herança,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/janja-usou-sim-veu-durante-funeral-do-papa-francisco/,"Janja usou, sim, véu durante funeral do papa Francisco",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/cruz-invertida-referencia-crucificacao-sao-pedro-nao-ritual-satanico-velorio-papa/,"Cruz invertida é referência à crucificação de São Pedro, não ritual satânico no velório do papa",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/trump-nao-criticou-moraes-por-intimar-bolsonaro-na-uti/,Trump não criticou Moraes por intimar Bolsonaro na UTI,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/governo-lula-nao-anunciou-que-idade-minima-para-aposentadoria-sera-de-78-anos/,Governo Lula não anunciou que idade mínima para aposentadoria será de 78 anos,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-mostra-procissao-da-semana-santa-na-espanha-nao-funeral-do-papa-francisco/,"Vídeo mostra procissão da Semana Santa na Espanha, não funeral do papa Francisco",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-que-papa-francisco-enviou-recado-a-bolsonaro-antes-de-morrer/,É falso que papa Francisco enviou recado a Bolsonaro antes de morrer,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/golpe-deepfakes-imagens-crianca-doente-para-roubar-dinheiro-de-doacoes/,Golpe usa ‘deepfakes’ e imagens de criança doente para roubar dinheiro de doações,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/jornal-nacional-nao-noticiou-eua-aplicarao-sancoes-brasil-bolsonaro-preso/,Jornal Nacional não noticiou que EUA aplicarão sanções contra o Brasil caso Bolsonaro seja preso,falso,"['inteligência artificial', 'checagem']"
https://www.aosfatos.org/noticias/foto-nao-mostra-barriga-de-bolsonaro-antes-de-cirurgia/,Foto não mostra barriga de Bolsonaro antes de cirurgia,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-mostra-entrega-real-de-apartamento-no-para-nao-encenacao-de-lula/,"Vídeo mostra entrega real de apartamento no Pará, não encenação de Lula",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/criminosos-inventam-promocao-pascoa-solidaria-da-kopenhagen-para-aplicar-golpe/,Criminosos inventam promoção ‘Páscoa Solidária’ da Kopenhagen para aplicar golpe,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/posts-distorcem-fatos-bolsonaro-cirurgia-acobertar-plano-de-fuga/,Posts distorcem fatos para alegar que Bolsonaro passou por cirurgia para acobertar plano de fuga,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-nao-mostra-lula-entregando-casa-cenografica/,Vídeo não mostra Lula entregando casa cenográfica,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/carta-organizacao-negacionista-argumentos-falsos-atacar-vacinas-covid-19/,Carta de organização negacionista usa argumentos falsos para atacar vacinas contra Covid-19,falso,"['pseudociência', 'checagem']"
https://www.aosfatos.org/noticias/trump-nao-ligou-para-michelle-para-saber-sobre-estado-de-saude-de-jair-bolsonaro/,Trump não ligou para Michelle para saber sobre estado de saúde de Jair Bolsonaro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/bolsonaro-nao-esta-internado-em-hospital-publico/,Jair Bolsonaro não está internado em hospital público,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-oregano-cura-cancer-mais-poderoso-que-antibioticos/,É falso que orégano cure câncer ou seja mais poderoso que antibióticos,falso,"['pseudociência', 'checagem']"
https://www.aosfatos.org/noticias/video-nao-mostra-glauber-braga-sendo-retirado-a-forca-da-camara/,Vídeo não mostra Glauber Braga sendo retirado à força da Câmara,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/exigencia-visto-americanos-brasil-anterior-tarifaco-trump/,Exigência de visto para americanos no Brasil é anterior ao tarifaço de Trump,não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/audio-falso-video-lula-vaiado-amapa/,Áudio falso em vídeo faz crer que Lula foi vaiado no Amapá,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/falso-conselho-de-etica-nao-recomendou-cassacao-brazao/,É falso que Conselho de Ética da Câmara não recomendou cassação de Brazão,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/posts-distorcem-homenagem-lula-falsificou-diploma/,Posts distorcem homenagem a Lula para fazer crer que presidente falsificou diploma,não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/golpe-lista-indenizacao-20-mil-governo-federal/,É golpe lista que promete indenização de até R$ 20 mil do governo federal,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/trump-eua-italia-aliados-desde-imperio-romano/,Trump não disse que EUA e Itália são aliados desde o Império Romano,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/posts-distorcem-decisao-stf-revistas-intimas-vexatorias/,Posts distorcem decisão do STF sobre revistas íntimas vexatórias em presídios,não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/videos-nao-mostram-debora-dos-santos-incitando-golpe-de-estado/,Vídeos não mostram Débora dos Santos incitando golpe de Estado,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/falso-trump-ligou-para-bolsonaro-durante-protesto-pela-anistia/,É falso que Trump ligou para Bolsonaro durante protesto pela anistia,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-folha-usp-nao-iria-divulgar-dados-publico-ato-anistia-sp/,É falso que Folha noticiou que USP não iria divulgar dados de público de ato pró-anistia em SP,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/registro-protesto-2024-como-se-fosse-ato-pro-anistia-de-2025/,Registro de protesto de 2024 circula como se fosse de ato pró-anistia de 2025,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/gravacao-mostra-avenida-paulista-lotada-2024-nao-2025/,"Gravação que mostra avenida Paulista lotada é de 2024, não de 2025",falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/video-mente-mortes-internacoes-criancas-vacina-covid-19/,Vídeo mente ao associar mortes e internações de crianças à vacina contra a Covid-19,falso,"['pseudociência', 'checagem']"
https://www.aosfatos.org/noticias/trump-nao-impos-sancoes-aos-bens-de-alexandre-de-moraes-nos-eua/,Trump não impôs sanções aos bens de Alexandre de Moraes,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/video-fux-brasil-nao-tem-governo-de-juizes-anterior-eleicao-trump/,Vídeo em que Fux afirma que ‘Brasil não tem governo de juízes’ é anterior à eleição de Trump,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/posts-distorcem-medida-envio-notificacoes-celulares-roubados/,Posts distorcem medida do governo federal que prevê envio de notificações a celulares roubados,não é bem assim,"['políticas públicas', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-que-moraes-pediu-a-prisao-de-bolsonaro/,É falso que Alexandre de Moraes pediu a prisão de Bolsonaro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/lula-nao-disse-que-solucao-para-o-pais-e-que-pobres-continuem-pobres/,Lula não disse que solução para o país é que pobres continuem pobres,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/gravacao-cratera-terremoto-mianmar-gerada-por-ia/,Gravação que mostra cratera causada por terremoto em Mianmar foi gerada por IA,falso,"['exploração de tragédia', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-video-reencontro-debora-dos-santos-com-familia/,É falso que vídeo mostra reencontro de Débora dos Santos com a família,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-que-adelio-bispo-passou-por-nova-pericia-medica-e-pode-ser-solto/,É falso que Adélio Bispo passou por nova perícia médica e pode ser solto,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/gravado-2023-video-ato-contra-anistia-na-avenida-paulista/,Foi gravado em 2023 vídeo que mostra ato contra a anistia na avenida Paulista,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/posts-editam-foto-lula-e-janja-roupas-ofensivas-povo-japones/,Posts editam foto para sugerir que Lula e Janja usaram roupas ofensivas ao povo japonês,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/posts-tiram-de-contexto-show-de-rapper-para-atacar-artista-e-protesto-contra-anistia/,Posts tiram de contexto show de rapper para atacar artista e protesto contra anistia,falso,"['discurso de ódio', 'checagem']"
https://www.aosfatos.org/noticias/video-paulista-lotada-gravado-2021-nao-ato-contra-anistia-2025/,"Vídeo que mostra Paulista lotada foi gravado em 2021, não em ato contra anistia em 2025",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/pl-de-tabata-amaral-nao-acaba-com-exame-de-corpo-de-delito-em-casos-de-violencia-domestica/,PL de Tabata Amaral não acaba com exame de corpo de delito em casos de violência doméstica,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/governo-japones-nao-impediu-que-janja-participasse-de-reunioes-oficiais/,Governo japonês não impediu que Janja participasse de reuniões oficiais,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/jornal-nacional-nao-noticiou-queda-preco-picanha/,Jornal Nacional não noticiou queda generalizada no preço da picanha,não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/post-engana-comparar-pichacao-estatua-8-de-janeiro-vandalismo-antiaborto/,Post engana ao comparar pichação de estátua no 8 de Janeiro a vandalismo antiaborto,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-em-que-suposta-juiza-dos-eua-critica-moraes-foi-gerado-por-ia/,Vídeo em que suposta juíza dos EUA critica Moraes foi gerado por IA,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-que-lula-e-ministros-sao-reus-em-milhares-de-processos/,É falso que Lula e ministros são réus em milhares de processos,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/trump-elogiou-identificacao-biometrica-nao-urna-eletronica-brasileira/,"Trump elogiou identificação biométrica, e não urna eletrônica brasileira",não é bem assim,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/apos-se-tornar-reu-bolsonaro-mente-sobre-8-de-janeiro-e-eleicoes/,"Em primeiro discurso após se tornar réu, Bolsonaro mente sobre 8 de Janeiro e eleições",indisponível,"['discurso oficial', 'checagem']"
https://www.aosfatos.org/noticias/e-falso-advogado-admitiu-bolsonaro-teria-dado-curso-pratico-de-golpe/,É falso que advogado de ex-chefe da Marinha admitiu que Bolsonaro teria dado ‘curso prático de golpe’,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/pgr-nao-ofereceu-acordo-a-debora-dos-santos-julgamento-8-de-janeiro/,PGR não ofereceu acordo a Débora dos Santos para evitar julgamento pelo 8 de Janeiro,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/posts-enganam-advogado-impedido-defender-filipe-martins-julgamento-stf/,Posts enganam ao alegar que advogado foi impedido de defender Filipe Martins em julgamento no STF,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/video-cruzeiro-despeja-poluente-mar-gerado-ia/,Vídeo em que cruzeiro despeja poluente no mar foi gerado por IA,falso,"['inteligência artificial', 'checagem']"
https://www.aosfatos.org/noticias/stf-nao-proibiu-frei-gilson-transmissoes-nas-redes/,STF não proibiu frei Gilson de fazer transmissões ao vivo nas redes,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/julgamento-debora-santos-stf-nao-se-limita-vandalismo-com-batom/,Julgamento de Débora dos Santos no STF não se limita a vandalismo de estátua com batom,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/trump-nao-declarou-lula-presidente-e-nao-daria-asilo-bolsonaro/,Trump não declarou que reconhece Lula como presidente e que não daria asilo político a Bolsonaro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/bolsonaro-nao-foi-inocentado-de-acusacao-de-tentativa-de-golpe/,Bolsonaro não foi inocentado de acusação de tentativa de golpe,falso,"['autoritarismo', 'checagem']"
https://www.aosfatos.org/noticias/imagem-antiga-nao-mostra-ataque-rebeldes-iemen-contra-porta-avioes-eua/,Imagem que circula nas redes é antiga e não mostra ataque de rebeldes do Iêmen contra porta-aviões dos EUA,falso,"['exploração de tragédia', 'checagem']"
https://www.aosfatos.org/noticias/estudo-usp-nao-comprova-mascaras-inuteis-perigosas-covid-19/,Estudo da USP não comprova que máscaras foram inúteis e perigosas na pandemia de Covid-19,falso,"['pseudociência', 'checagem']"
https://www.aosfatos.org/noticias/moraes-nao-votou-a-favor-de-sua-participacao-no-julgamento-de-bolsonaro/,Moraes não votou a favor de sua participação no julgamento de Bolsonaro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/alexandre-de-moraes-nao-liberou-passaporte-de-jair-bolsonaro/,Alexandre de Moraes não liberou passaporte de Jair Bolsonaro,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/isencao-ir-ate-r-5000-precisa-ser-aprovada-pelo-congresso/,Isenção de IR para quem ganha até R$ 5.000 ainda precisa ser aprovada pelo Congresso,falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/eduardo-bolsonaro-anunciou-licenca-nao-renuncia-deputado-federal/,"Eduardo Bolsonaro anunciou licença, e não renúncia ao cargo de deputado federal",falso,"['boataria política', 'checagem']"
https://www.aosfatos.org/noticias/bolsonaro-nao-confessou-venceu-eleicoes-2018-lula-foi-preso/,Bolsonaro não confessou que só venceu eleições em 2018 porque Lula foi preso,falso,"['boataria política', 'checagem']"
